title,location,company,salary,city,state
Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Analytics Engineer,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Quantitative Analyst / Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Enterprise Integration,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...","Richardson, TX",Fujitsu,,Dallas,TX
IT Big Data Developer,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Irving, TX",Reliance One,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Sr Principal Scientist,United States,Amazon Corporate LLC,,Dallas,TX
Software Development Engineer - Alexa Machine Learning- Relo...,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,"Dallas, TX",Atria IT,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Orange People,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Manager - Data Science,"Dallas, TX",Matrix Resources,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Enterprise Integration,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...","Richardson, TX",Fujitsu,,Dallas,TX
IT Big Data Developer,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Irving, TX",Reliance One,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Sr Principal Scientist,United States,Amazon Corporate LLC,,Dallas,TX
Software Development Engineer - Alexa Machine Learning- Relo...,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Matrix Resources,,Dallas,TX
Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Analytics Engineer,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Matrix Resources,,Dallas,TX
Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Analytics Engineer,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Matrix Resources,,Dallas,TX
Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Analytics Engineer,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Quantitative Analyst / Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,"Plano, TX 75024",Epsilon,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Analytics Engineer,"Fort Worth, TX",Alcon Labs,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Matrix Resources,,Dallas,TX
Manager - Data Science,"Plano, TX 75024",Epsilon,,Dallas,TX
Senior Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Matrix Resources,,Dallas,TX
Manager - Data Science,"Plano, TX 75024",Epsilon,,Dallas,TX
Senior Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75093",Data One Global,,Dallas,TX
Manager - Data Science,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,"Dallas, TX",Atria IT,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Matrix Resources,,Dallas,TX
Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
NLP Data Scientist,"Plano, TX",Rose International,,Dallas,TX
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Enterprise Integration,,Dallas,TX
Senior Data Scientist - IoT Analytics,United States,Amazon Corporate LLC,,Dallas,TX
Associate Scientist,"Richardson, TX",Fujitsu,,Dallas,TX
"Software Development Engineer, Big Data Analytics- Relocatio...","Fort Worth, TX",Alcon Labs,,Dallas,TX
Software Development Engineer: Big Data Quality & Stats- Rel...,United States,Amazon Corporate LLC,,Dallas,TX
Senior Principal Statistician,United States,Amazon Corporate LLC,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Irving, TX 75038",Cottonwood Financial,"$57,150 a year",Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Strategic IT Staffing,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Accenture,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Dallas, TX",WellSpring,,Dallas,TX
Data Scientist,"Dallas, TX",Nityo Infotech Services Pvt. Ltd.,"$100,000 a year",Dallas,TX
Senior Data Scientist,"Dallas, TX",2U,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX 75241 (South Dallas area)",Self Opportunity,,Dallas,TX
Manager - Data Science,"Carrollton, TX",Lennox International,,Dallas,TX
Senior Data Scientist,"Dallas, TX 75201 (City Center District area)","HKS, Inc.",,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Richardson, TX",Braun Intertec Corporation,,Dallas,TX
Machine Learning and AI Developer,"Richardson, TX",Canon Recruiting,,Dallas,TX
Senior Data Scientist,"Dallas, TX 75247 (Northwest Dallas area)",Pieces Technologies,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Lewisville, TX",JPMorgan Chase,,Dallas,TX
Data Scientist,"Dallas, TX",Cushman & Wakefield,,Dallas,TX
Senior Data Scientist,"Garland, TX",Amazon.com dedc LLC,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Quantitative Analyst / Data Scientist,"Grand Prairie, TX 75051",Lockheed Martin,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX",Capital One,,Dallas,TX
Senior Data Scientist,"Richardson, TX",University of Texas at Dallas,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Machine Learning and AI Developer,"Dallas, TX",Atria IT,,Dallas,TX
Manager - Data Science,"Plano, TX",Orange People,,Dallas,TX
Senior Data Scientist,"Plano, TX",BEPC Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Senior Data Scientist,"Dallas-Fort Worth, TX",Sabre,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",HealthNextgen Technologies Inc.,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Rent-A-Center,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Rexel Holdings USA,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Impetus Technologies,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",Hitachi Consulting Corporation US,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Quantitative Analyst / Data Scientist,"Dallas, TX",Wunderman,,Dallas,TX
Senior Data Scientist,"Dallas-Fort Worth, TX",Sabre,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Manager - Data Science,"Plano, TX 75086",Capital One,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",AT&T,,Dallas,TX
Senior Data Scientist,"Plano, TX",AllianceData,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX 75093",Data One Global,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Plano, TX",PepsiCo,,Dallas,TX
Senior Data Scientist,"Dallas, TX",Miracle Software Solutions,,Dallas,TX
Senior Data Scientist,"Irving, TX 75038",Verizon,,Dallas,TX
Machine Learning and AI Developer,"Plano, TX 75024",Epsilon,,Dallas,TX
Data Scientist,United States,Predictive Science,,Dallas,TX
Manager - Data Science,"Dallas, TX",Atria IT,,Dallas,TX
Quantitative Analyst / Data Scientist,"Plano, TX",Orange People,,Dallas,TX
Data Scientist,United States,Predictive Science,,San Diego,CA
Lead Data Scientist,"San Diego, CA",Accenture,,San Diego,CA
"Scientist III, San Diego","San Diego, CA",Elsevier,,San Diego,CA
NLP Data Scientist,"La Jolla, CA 92037","Synthorx, Inc.",,San Diego,CA
Data Scientist,"San Diego, CA 92121",BioPhase Solutions,,San Diego,CA
"AI Research/Software Development Engineer, Alexa Artificial...","San Diego, CA",FICO,,San Diego,CA
Statistical Programmer II,"San Diego, CA 92121",Pfizer,,San Diego,CA
Data Scientist,"San Diego, CA 92129",Intuit,,San Diego,CA
Lead Data Scientist,"San Diego, CA",Accenture,,San Diego,CA
"Scientist III, San Diego","La Jolla, CA 92037",The Scripps Research Institute,,San Diego,CA
NLP Data Scientist,"San Diego, CA",Amerit Consulting,,San Diego,CA
Data Scientist,"San Diego, CA",FICO,,San Diego,CA
"AI Research/Software Development Engineer, Alexa Artificial...","La Jolla, CA 92037",The Scripps Research Institute,,San Diego,CA
Statistical Programmer II,"San Diego, CA 92121",Pfizer,,San Diego,CA
Data Scientist,"San Diego, CA 92129",Intuit,,San Diego,CA
Lead Data Scientist,"San Diego, CA",Accenture,,San Diego,CA
"Scientist III, San Diego","La Jolla, CA 92037",The Scripps Research Institute,,San Diego,CA
NLP Data Scientist,"San Diego, CA",Amerit Consulting,,San Diego,CA
Data Scientist,"San Diego, CA",FICO,,San Diego,CA
"AI Research/Software Development Engineer, Alexa Artificial...","La Jolla, CA 92037",The Scripps Research Institute,,San Diego,CA
Statistical Programmer II,"San Diego, CA 92121",Pfizer,,San Diego,CA
Lead Data Scientist,"San Diego, CA",Accenture,,San Diego,CA
Data Scientist,"San Diego, CA 92129",Intuit,,San Diego,CA
Data Scientist,United States,Predictive Science,,San Diego,CA
"Scientist III, San Diego","San Diego, CA",Elsevier,,San Diego,CA
NLP Data Scientist,"La Jolla, CA 92037","Synthorx, Inc.",,San Diego,CA
"AI Research/Software Development Engineer, Alexa Artificial...","San Diego, CA 92121",BioPhase Solutions,,San Diego,CA
Lead Data Scientist,"San Diego, CA",Accenture,,San Diego,CA
Data Scientist,"San Diego, CA 92129",Intuit,,San Diego,CA
