,title,location,company,salary,city,state
16096,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16097,Forensic Genomics Research Scientist,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16098,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16099,Security Software Engineer,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16100,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16101,"Scientist III, QC Lifecycle","Columbus, OH",Battelle,NaN,Columbus,OH
16102,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16103,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16104,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16105,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16106,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16107,Forensic Genomics Research Scientist,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16108,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16109,Security Software Engineer,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16110,"Scientist III, QC Lifecycle","Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16111,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16112,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",Battelle,NaN,Columbus,OH
16113,"Scientist II, QC Life Cycle","Columbus, OH",West-Ward Pharmaceutical Corp.,NaN,Columbus,OH
16114,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16115,Forensic Genomics Research Scientist,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16116,"Scientist III, QC Lifecycle","Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16117,Research Scientist-Inhalation Toxicology,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16118,Security Software Engineer,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16119,Toxicologist-Principal Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16120,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH",West-Ward Pharmaceutical Corp.,NaN,Columbus,OH
16121,Biomedical Laboratory Officer,"Columbus, OH",Battelle,NaN,Columbus,OH
16122,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",Battelle,NaN,Columbus,OH
16123,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16124,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16125,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16126,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16127,Forensic Genomics Research Scientist,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16128,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16129,Security Software Engineer,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16130,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16131,"Scientist III, QC Lifecycle","Columbus, OH",Battelle,NaN,Columbus,OH
16132,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16133,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16134,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16135,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16136,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16137,Forensic Genomics Research Scientist,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16138,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16139,Security Software Engineer,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16140,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16141,"Scientist III, QC Lifecycle","Columbus, OH",Battelle,NaN,Columbus,OH
16142,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16143,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16144,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16145,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16146,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16147,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16148,Research Scientist-Inhalation Toxicology,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16149,Security Software Engineer,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16150,"Scientist III, QC Lifecycle","Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16151,Software Development Engineer- Relocation Opportunity,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16152,"Scientist II, QC Life Cycle","Columbus, OH",Battelle,NaN,Columbus,OH
16153,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",Battelle,NaN,Columbus,OH
16154,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16155,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16156,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16157,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16158,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16159,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16160,Security Software Engineer,"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16161,"Scientist III, QC Lifecycle",United States,Amazon Corporate LLC,NaN,Columbus,OH
16162,Software Development Engineer- Relocation Opportunity,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16163,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",Battelle,NaN,Columbus,OH
16164,"Scientist II, QC Life Cycle","Columbus, OH",Battelle,NaN,Columbus,OH
16165,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16166,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16167,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16168,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16169,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16170,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16171,Security Software Engineer,"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16172,Analytical Scientist (LC-MSMS / NMR Small Molecule),United States,Amazon Corporate LLC,NaN,Columbus,OH
16173,"Scientist III, QC Lifecycle",United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16174,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16175,"Scientist II, QC Life Cycle","Columbus, OH",Battelle,NaN,Columbus,OH
16176,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16177,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16178,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH 43215 (Downtown area)",Experis,NaN,Columbus,OH
16179,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43231 (Northland area)",HDR,NaN,Columbus,OH
16180,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43201 (Weinland Park area)",Battelle,NaN,Columbus,OH
16181,Research Scientist-Inhalation Toxicology,"Columbus, OH",JPMorgan Chase - Asset Management,NaN,Columbus,OH
16182,Security Software Engineer,United States,Amazon Corporate LLC,NaN,Columbus,OH
16183,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16184,"Scientist III, QC Lifecycle",United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16185,Software Development Engineer- Relocation Opportunity,"Columbus, OH",Battelle,NaN,Columbus,OH
16186,"Scientist II, QC Life Cycle","Columbus, OH",Battelle,NaN,Columbus,OH
16187,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16188,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16189,"Software Development Engineer, Big Data- Relocation Opportun...","Dublin, OH",Weaver Consultants Group,NaN,Columbus,OH
16190,Sr Market Research Analyst - Nutritious Snacks,"Dublin, OH 43016",Cardinal Health,NaN,Columbus,OH
16191,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH",West-Ward Pharmaceutical Corp.,NaN,Columbus,OH
16192,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16193,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16194,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16195,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH",Metabyte Inc,NaN,Columbus,OH
16196,Software Development Engineer – New AWS Machine Learning- Re...,"Marysville, OH 43040",The Scotts Company,NaN,Columbus,OH
16197,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16198,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16199,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH",West-Ward Pharmaceutical Corp.,NaN,Columbus,OH
16200,Sr Market Research Analyst - Nutritious Snacks,"Marysville, OH 43040",The Scotts Company,NaN,Columbus,OH
16201,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH",JPMorgan Chase,NaN,Columbus,OH
16202,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16203,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16204,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH",American Chemical Society,NaN,Columbus,OH
16205,"Software Development Engineer, Big Data- Relocation Opportun...","Columbus, OH",American Chemical Society,NaN,Columbus,OH
16206,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH",Nationwide Children's Hospital,NaN,Columbus,OH
16207,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16208,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16209,Software Development Engineer – Emerging AWS Machine Learnin...,"Lockbourne, OH 43137 (South Central Accord area)",GENCO,NaN,Columbus,OH
16210,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH 43228 (Westland area)",IBM,NaN,Columbus,OH
16211,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH 43205 (Near East area)",Emerald Resource Group,"$110,000 a year",Columbus,OH
16212,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH",ABBOTT LABORATORIES,NaN,Columbus,OH
16213,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16214,Software Development Engineer – Emerging AWS Machine Learnin...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16215,Forensic Genomics Research Scientist,"Columbus, OH","2Checkout.com, Inc.",NaN,Columbus,OH
16216,Software Development Engineer – New AWS Machine Learning- Re...,"Columbus, OH",Dynamit,NaN,Columbus,OH
16217,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Columbus,OH
16218,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Columbus,OH
16219,Forensic Genomics Research Scientist,"Columbus, OH",Battelle,NaN,Columbus,OH
16220,Software Development Engineer – Emerging AWS Machine Learnin...,"Columbus, OH",CareWorks Tech,NaN,Columbus,OH
16221,Sr Market Research Analyst - Nutritious Snacks,"Columbus, OH",Huntington National Bank,NaN,Columbus,OH
16222,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16223,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16224,Visualization and Data Analysis Engineer,"Alexandria, VA",Salient CRGT,NaN,Washington,DC
16225,"Senior Consultant, Data Scientist","Bethesda, MD","Medical Science & Computing, Inc.",NaN,Washington,DC
16226,Data Scientist/Data Engineer,"Arlington, VA","Langan Engineering and Environmental Services, Inc...",NaN,Washington,DC
16227,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16228,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16229,Data Scientist,"Lorton, VA",SES Construction and Fuel Services LLC,NaN,Washington,DC
16230,Visualization and Data Analysis Engineer,"Lorton, VA",SCF SpecPro Construction Fuel,NaN,Washington,DC
16231,Data Scientist/Data Engineer,"McLean, VA",Hilton Worldwide,NaN,Washington,DC
16232,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16233,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16234,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16235,Data Scientist,"Arlington, VA","The Cadmus Group, Inc.",NaN,Washington,DC
16236,Visualization and Data Analysis Engineer,"Gaithersburg, MD",Emergent BioSolutions,NaN,Washington,DC
16237,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16238,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16239,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16240,Data Scientist,"Vienna, VA 22182",Oracle,NaN,Washington,DC
16241,Visualization and Data Analysis Engineer,"Germantown, MD",QIAGEN,NaN,Washington,DC
16242,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16243,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16244,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16245,Netezza Developer (Big Data Developer),"Springfield, VA 22150",S2 Analytical Solutions,NaN,Washington,DC
16246,Greenplum Data Scientist,"Silver Spring, MD",General Dynamics Information Technology,NaN,Washington,DC
16247,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16248,Netezza Developer (Big Data Developer),"Washington, DC",Salient CRGT,NaN,Washington,DC
16249,Greenplum Data Scientist,"Gaithersburg, MD","MedImmune, LLC",NaN,Washington,DC
16250,Data Scientist,"Rockville, MD",Booz Allen Hamilton,NaN,Washington,DC
16251,"Senior Consultant, Data Scientist","Washington, DC 20001 (Shaw area)",Leidos,NaN,Washington,DC
16252,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16253,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16254,Visualization and Data Analysis Engineer,"Gaithersburg, MD",Novavax,NaN,Washington,DC
16255,"Senior Consultant, Data Scientist","Silver Spring, MD",General Dynamics - Information Technology,NaN,Washington,DC
16256,Data Scientist – Predictive Analytics,"McLean, VA",Leidos,NaN,Washington,DC
16257,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16258,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16259,Visualization and Data Analysis Engineer,"Gaithersburg, MD",AstraZeneca,NaN,Washington,DC
16260,"Senior Consultant, Data Scientist","Chantilly, VA",Leidos,NaN,Washington,DC
16261,Data Scientist – Predictive Analytics,"Chantilly, VA",Leidos,NaN,Washington,DC
16262,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16263,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16264,Visualization and Data Analysis Engineer,"Arlington, VA",SRC and SRCTec,NaN,Washington,DC
16265,"Senior Consultant, Data Scientist","Alexandria, VA",Department Of Commerce,"$108,887 - $141,555 a year",Washington,DC
16266,Data Scientist – Predictive Analytics,"McLean, VA",Mitre Corporation,NaN,Washington,DC
16267,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16268,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16269,Visualization and Data Analysis Engineer,"Chantilly, VA 20151",XOR Security,NaN,Washington,DC
16270,"Senior Consultant, Data Scientist","Reston, VA",comScore,NaN,Washington,DC
16271,Data Scientist – Predictive Analytics,"Laurel, MD",I.M. Systems Group (IMSG),NaN,Washington,DC
16272,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16273,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16274,Visualization and Data Analysis Engineer,"Washington, DC",Children's Hospital,NaN,Washington,DC
16275,"Senior Consultant, Data Scientist","Rockville, MD",The Henry M. Jackson Foundation for the Advancemen...,NaN,Washington,DC
16276,Data Scientist – Predictive Analytics,"Rockville, MD 20852",US Pharmacopeia,NaN,Washington,DC
16277,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16278,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16279,Data Scientist,"Reston, VA",BridgeView IT,NaN,Washington,DC
16280,Data Scientist/Data Engineer,"Herndon, VA",OPCON Systems LLC,NaN,Washington,DC
16281,"Senior Consultant, Data Scientist","McLean, VA 22102",Freddie Mac,NaN,Washington,DC
16282,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16283,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16284,Visualization and Data Analysis Engineer,"Washington, DC 20005 (Logan Circle area)",NRDC,NaN,Washington,DC
16285,"Senior Consultant, Data Scientist","Laurel, MD",The Johns Hopkins Applied Physics Laboratory,NaN,Washington,DC
16286,Data Scientist – Predictive Analytics,"Fort Meade, MD",SAIC,NaN,Washington,DC
16287,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16288,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16289,Visualization and Data Analysis Engineer,"McLean, VA",Capital One,NaN,Washington,DC
16290,"Senior Consultant, Data Scientist","Washington, DC",xentity corporation,NaN,Washington,DC
16291,Data Scientist – Predictive Analytics,"Washington, DC 20001 (Shaw area)",Truth Initiative,NaN,Washington,DC
16292,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16293,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16294,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16295,Data Scientist,"Vienna, VA 22182",Oracle,NaN,Washington,DC
16296,Visualization and Data Analysis Engineer,"College Park, MD 20740",Booz Allen Hamilton,NaN,Washington,DC
16297,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16298,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16299,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16300,Data Scientist,"College Park, MD","INNOVIM, LLC",NaN,Washington,DC
16301,Visualization and Data Analysis Engineer,"Greenbelt, MD","Science System and Applications, Inc.",NaN,Washington,DC
16302,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16303,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16304,"Senior Consultant, Data Scientist","Washington, DC 20006 (Foggy Bottom area)",Associated Veterans LLC,NaN,Washington,DC
16305,Visualization and Data Analysis Engineer,"Arlington, VA","OnPoint Consulting, Inc.",NaN,Washington,DC
16306,Data Scientist,"Bethesda, MD",CSRA,NaN,Washington,DC
16307,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16308,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16309,Data Scientist/Data Engineer,"Columbia, MD 21045",Cray,NaN,Washington,DC
16310,Visualization and Data Analysis Engineer,"Gaithersburg, MD",Rad Gov INC,NaN,Washington,DC
16311,Data Scientist – Predictive Analytics,"Bethesda, MD",Evidera,NaN,Washington,DC
16312,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16313,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16314,Data Scientist – Predictive Analytics,"Fort Meade, MD",Engility Corporation,NaN,Washington,DC
16315,Data Scientist,"Bethesda, MD","Medical Science & Computing, Inc.",NaN,Washington,DC
16316,Visualization and Data Analysis Engineer,"Springfield, VA",Preferred Systems Solutions,NaN,Washington,DC
16317,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16318,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16319,Data Scientist,"College Park, MD","Earth Resources Technology, Inc",NaN,Washington,DC
16320,Visualization and Data Analysis Engineer,"Rockville, MD",GlaxoSmithKline,NaN,Washington,DC
16321,Data Scientist/Data Engineer,"Washington, DC 20036 (Downtown area)",Exponent,NaN,Washington,DC
16322,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16323,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16324,Data Scientist,"Bethesda, MD 20814",Cobrain,NaN,Washington,DC
16325,Visualization and Data Analysis Engineer,"Washington, DC 20024 (South West area)",Energetics Incorporated,NaN,Washington,DC
16326,Data Scientist/Data Engineer,"Reston, VA","Advanced C4 Solutions, Inc. (AC4S)",NaN,Washington,DC
16327,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16328,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16329,Data Scientist – Predictive Analytics,"Rockville, MD",Meso Scale Diagnostics,NaN,Washington,DC
16330,Data Scientist,"Alexandria, VA",DepoMed Inc.,NaN,Washington,DC
16331,Data Scientist/Data Engineer,"Rockville, MD 20850",NantWorks,NaN,Washington,DC
16332,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16333,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16334,Data Scientist,"College Park, MD",I.M. Systems Group (IMSG),NaN,Washington,DC
16335,Visualization and Data Analysis Engineer,"Reston, VA 20190",Vistronix,NaN,Washington,DC
16336,Data Scientist/Data Engineer,"Rockville, MD 20850",American Gene Technologies,NaN,Washington,DC
16337,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16338,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16339,Data Scientist,"Bethesda, MD 20814",Child Trends,NaN,Washington,DC
16340,Visualization and Data Analysis Engineer,"Bethesda, MD","CareMetx, LLC",NaN,Washington,DC
16341,Data Scientist/Data Engineer,"Washington, DC",Selby Jennings,"$140,000 - $200,000 a year",Washington,DC
16342,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16343,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16344,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16345,Data Scientist/Data Engineer,"Chantilly, VA 20151",BOEING,NaN,Washington,DC
16346,"Senior Consultant, Data Scientist","Rockville, MD",GlaxoSmithKline,NaN,Washington,DC
16347,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16348,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16349,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16350,"Senior Consultant, Data Scientist","Falls Church, VA","Axiom Resource Management, Inc.",NaN,Washington,DC
16351,Data Scientist – Predictive Analytics,"Washington, DC",Centers for Disease Control and Prevention,"$88,305 - $146,570 a year",Washington,DC
16352,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16353,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16354,Data Scientist,"McLean, VA",Raytheon,NaN,Washington,DC
16355,Visualization and Data Analysis Engineer,"Arlington, VA",Sinclair Broadcast Group,NaN,Washington,DC
16356,Data Scientist/Data Engineer,"Gaithersburg, MD 20877",Meso Scale Diagnostics,NaN,Washington,DC
16357,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16358,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16359,Senior Software Engineer - EX,"Washington, DC",Geocomp Corporation,NaN,Washington,DC
16360,Netezza Developer (Big Data Developer),"Silver Spring, MD",General Dynamics - Information Technology,NaN,Washington,DC
16361,Data Scientist/Data Engineer,"Silver Spring, MD",General Dynamics - Information Technology,NaN,Washington,DC
16362,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16363,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16364,Data Scientist,"Washington, DC 20024 (South West area)",Mathematica Policy Research,NaN,Washington,DC
16365,Visualization and Data Analysis Engineer,"Bethesda, MD",SESDA,NaN,Washington,DC
16366,Data Scientist/Data Engineer,"Columbia, MD 21044",IMPAQ International,NaN,Washington,DC
16367,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16368,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16369,Data Scientist,"Springfield, VA","Abraxas, Cubic Global Defense",NaN,Washington,DC
16370,Visualization and Data Analysis Engineer,"Crystal City, VA",The Aerospace Corporation,NaN,Washington,DC
16371,Data Scientist/Data Engineer,"Washington, DC 20005 (Logan Circle area)",New Signature,NaN,Washington,DC
16372,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16373,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16374,Data Scientist – Predictive Analytics,"Gaithersburg, MD",Novavax,NaN,Washington,DC
16375,Data Scientist,"Springfield, VA 22150",Aerstone,NaN,Washington,DC
